# Measures of the expression of two proteins in single cells
# Volume (µm^3), expr1 (a.u.), expr2 (a.u.) 
1.11017777636, 5.15204151923, 4.85524740185
0.802049880305, 2.36100498563, 2.89118039899
0.726565430351, 2.78926520223, 3.97761768346
1.11757996132, 5.24559025298, 4.51568913308
0.924983989547, 4.02015572156, 4.48152773209
1.04226695633, 5.15562225294, 4.92464139125
1.16258882608, 4.84018756504, 4.60165866973
1.16405355716, 4.532189954, 4.83300811946
1.03704108847, 5.11137479284, 4.91757975512
1.02881038598, 4.45730669801, 4.26306316474
1.11675867592, 5.22955810302, 5.4165839729
1.15233424314, 5.7327506836, 4.60374437814
1.12274108659, 4.84605518784, 4.26543646362
1.16336664278, 5.61429519678, 5.56496521914
0.964136555269, 4.39233208777, 4.51368163296
1.08891610604, 4.01551667327, 4.38503261584
0.924559904946, 4.36690749508, 4.76153844171
1.13096340867, 5.34626615953, 4.65117218742
0.840826741351, 3.52185031908, 2.64938450519
1.18592360163, 4.34394273135, 4.58027696063
0.974297677894, 4.05035031111, 4.52271809309
0.699527646139, 3.24719157359, 3.28746689796
1.05692781681, 4.48709430631, 4.36668105019
1.03137976173, 5.87073911641, 4.38288690996
0.835394916219, 3.74398013638, 3.11067961807
1.11043146887, 5.09274776023, 4.77861064104
1.06338869219, 4.57152177793, 4.36427264987
1.12342018063, 4.29750494972, 5.15098830706
0.859826552231, 2.96705373452, 4.06508316031
1.16429693103, 4.75386384607, 5.22707651586
0.800873284743, 3.71095414009, 3.17589360768
0.934027468974, 2.86019241386, 4.06529002808
0.891065357892, 4.69704263295, 2.9599216447
0.90197752089, 3.2994820653, 5.51727390207
1.14053845367, 4.73924506336, 4.62996751873
0.845569703551, 4.28657474807, 4.42885198002
0.936722720354, 4.30911722891, 3.36286503262
0.669055624941, 2.69345229793, 2.66720567349
1.13747306717, 5.07635049881, 4.04804700094
0.900976908727, 3.88585000009, 4.2390490429
1.15633145803, 4.69932768106, 5.01482977928
1.04071902432, 4.35324590979, 4.56235129184
1.06601974882, 5.26381835175, 5.44076664551
1.11554546142, 5.15693496197, 4.48939010932
1.05331890959, 5.3650217508, 4.65471174339
1.11646070409, 4.9476997425, 4.60233430642
1.1237763534, 5.78352224072, 4.80743620684
1.17442311912, 5.4249886042, 5.82019322992
1.03034798868, 4.8444711958, 4.25717738259
0.828695304526, 3.70810034779, 2.27808338216
1.12950458438, 4.05499504889, 4.61536423606
0.760463754231, 4.01349725391, 3.50229207401
1.12232844643, 5.74363075308, 4.64494727497
1.1318734858, 4.6637654078, 5.61048640481
0.996817924525, 4.74909430212, 4.84887327516
0.748082716696, 3.24831584496, 2.34453838043
1.12255901684, 4.82078537755, 4.46320894733
1.23158292215, 5.97972123151, 5.33764232464
1.07271369078, 4.68727182351, 4.56257427345
0.946458517722, 4.53509134569, 4.44854530741
1.21794512332, 5.13842936716, 5.12230625275
0.790667945149, 3.04463550279, 2.65900471505
1.16237994078, 4.21397075245, 4.70657492793
1.16883309789, 4.58499263193, 5.07262498165
1.12931108783, 4.89188463787, 5.09690845668
1.01402001274, 3.55729061074, 4.28565540759
1.05899861822, 4.85896809567, 4.55502169497
0.874210710848, 4.56904701249, 3.41540725218
0.760738964222, 3.54304503737, 2.64232940134
0.846770762545, 3.49801833251, 3.89603154867
0.776880673021, 2.88757178817, 3.86586511007
1.00180398916, 5.36999507291, 4.80356364931
0.735783521136, 2.85440109754, 2.73937878774
1.0455114996, 3.44037909745, 4.36422463451
0.768055628003, 3.87729514825, 3.24561718985
1.03270539033, 4.11173934926, 3.70379279378
0.961963927749, 4.48372913642, 5.42241902579
0.842203147568, 3.66459476335, 3.03267885832
1.16790364951, 5.95924001084, 5.22831671638
1.08899994431, 4.34493509961, 4.72848217749
1.08979506522, 5.17766891532, 5.38414281827
1.04112244022, 4.19043486548, 4.65914075394
0.692707476103, 3.38673269419, 2.51446885304
0.718172983956, 3.43240188949, 3.78398775908
0.734399276147, 4.39304048911, 3.13485639664
1.14945016736, 4.66372039612, 3.43240884005
1.15403906847, 4.85510853862, 4.84443323376
0.799979253554, 3.76254027729, 4.13286292493
1.08344488487, 5.24640875639, 4.18313074169
1.23337756005, 4.54208233282, 4.99983411068
1.1881319603, 4.92421339333, 5.3478306365
0.829797760331, 3.97264153766, 3.43853511598
1.03287035025, 4.52773088608, 5.09027806156
0.976264583034, 4.71833269747, 5.37756111481
0.902558947744, 4.52521327309, 4.63410465351
0.802168009948, 3.42188394096, 4.10020960707
0.797428665803, 3.26849352975, 3.77668349826
0.794890819429, 4.0113923472, 3.67642536272
0.940442786885, 4.34326401123, 4.09514610183
0.82864321826, 3.5252571911, 4.44358674255
0.759831007592, 3.98370155812, 2.92653832532
0.871816110696, 4.79820207371, 3.73367094129
0.730405066217, 2.89582925385, 3.23913026682
1.00782948453, 4.55973887811, 4.21144523568
1.14451200742, 4.62155081413, 5.61267384231
1.08322270796, 4.29027590758, 3.87240613093
1.00099882475, 5.43128126171, 4.1328287141
1.03438754144, 5.26896796471, 5.0778966249
0.8173029586, 3.62355166914, 3.89178802756
0.971693506124, 4.08529647115, 4.58703698848
1.09161468144, 4.58375707353, 5.28369009024
0.805816004228, 3.77279268884, 3.18688946471
1.10238897156, 4.269782816, 4.71563897768
1.13368045048, 5.06518121002, 5.22353949096
1.22018753473, 5.00041819487, 5.31407323937
1.08117413541, 4.37944154815, 4.58099278827
1.22447406715, 5.28454196474, 4.54982678721
1.14874405438, 5.64081374409, 5.22910388975
0.896027239807, 4.19196893817, 3.2087665699
1.16681263567, 5.11688690262, 4.28621909466
0.999285883391, 3.5677252073, 5.43429293855
1.07630412886, 4.40696868998, 4.90593637405
1.15670322728, 5.64067861869, 5.50876106095
1.15087327124, 4.47608996229, 4.36313804738
1.13663076019, 5.1792607399, 4.67988775608
0.923882130538, 3.83446425883, 3.31566381899
0.786562244994, 3.7435778372, 2.90696550653
1.08324223433, 4.90448579437, 4.47304710915
0.897781818832, 3.22862495898, 3.3848809762
0.779894718938, 2.98084447067, 4.13468183426
1.15095499151, 4.76941655289, 5.29443701349
1.13990171, 4.52232897355, 4.97981095627
1.00888886733, 4.49353071, 5.59925840288
1.00651471299, 3.45575911219, 4.81250956047
1.09947552636, 4.27912750939, 4.90373569513
0.774293222597, 3.75415834248, 5.35578553709
0.842738271249, 3.90213814939, 4.41047776474
1.02057166116, 4.46384372573, 4.46129188792
1.11629294653, 5.32787011974, 4.8333436244
